Name,Lab 2 Scope,
File,C:\Users\MECH467_TA\Desktop\2025w1_Mech467_Lab2\Lab2_S2\Gyan\step_ll.csv,
Starttime of export,134076222752598000,Friday, November 14, 2025,11:31:15.259
Endtime of export,134076222852598000,Friday, November 14, 2025,11:31:25.259


TriggerGroup,Count,ReleaseTime,Comment,
Start traj,0,0,,
Timed Stop,0,10000,,

Name,RefTraj [mm],Enc1_ActPos [mm],Enc2_ActPos [mm],Enc1_ActVelo [mm/s],Enc2_ActVelo [mm/s],Vout [V]
39.8,0,0,0,0,0,-2.46588112661553E-184
40,0,0,0,0,0,-1.8416074236748894E-184
40.2,0,0,0,0,0,-1.3753776961622589E-184
40.4,0,0,0,0,0,-1.0271808110578893E-184
40.6,0,0,0,0,0,-7.6713503610652487E-185
40.8,0,0,0,0,0,-5.7292363456056908E-185
41,0,0,0,0,0,-4.2787967644396926E-185
41.2,0,0,0,0,0,-3.19555707723977E-185
41.4,0,0,0,0,0,-2.3865552855334986E-185
41.6,0,0,0,0,0,-1.7823640740060302E-185
41.8,0,0,0,0,0,-1.3311326628652627E-185
42,0,0,0,0,0,-9.9413705201329736E-186
42.2,0,0,0,0,0,-7.4245678568081681E-186
42.4,0,0,0,0,0,-5.5449304247048338E-186
42.6,0,0,0,0,0,-4.141150570349179E-186
42.8,0,0,0,0,0,-3.09275802089369E-186
43,0,0,0,0,0,-2.3097813067433882E-186
43.2,0,0,0,0,0,-1.7250265455425302E-186
43.4,0,0,0,0,0,-1.2883109643925223E-186
43.6,0,0,0,0,0,-9.6215628986276953E-187
43.8,0,0,0,0,0,-7.1857241901143535E-187
44,0,0,0,0,0,-5.3665535090727445E-187
44.2,0,0,0,0,0,-4.00793236753534E-187
44.4,0,0,0,0,0,-2.9932659453744938E-187
44.6,0,0,0,0,0,-2.2354770984442419E-187
44.8,0,0,0,0,0,-1.6695335292178512E-187
45,0,0,0,0,0,-1.246866812960167E-187
45.2,0,0,0,0,0,-9.3120432866645376E-188
45.4,0,0,0,0,0,-6.9545639735849071E-188
45.6,0,0,0,0,0,-5.1939148663482206E-188
45.8,0,0,0,0,0,-3.8789997103106959E-188
46,0,0,0,0,0,-2.8969744671940634E-188
46.2,0,0,0,0,0,-2.1635632096765786E-188
46.4,0,0,0,0,0,-1.61582568823947E-188
46.6,0,0,0,0,0,-1.2067558937484646E-188
46.8,0,0,0,0,0,-9.0124807254632143E-189
47,0,0,0,0,0,-6.7308400354725261E-189
47.2,0,0,0,0,0,-5.0268298999098604E-189
47.4,0,0,0,0,0,-3.7542147353757181E-189
47.6,0,0,0,0,0,-2.803780625154017E-189
47.8,0,0,0,0,0,-2.0939627453681893E-189
48,0,0,0,0,0,-1.5638455946420652E-189
48.2,0,0,0,0,0,-1.1679353175174916E-189
48.4,0,0,0,0,0,-8.7225549029787336E-190
48.6,0,0,0,0,0,-6.5143131553891792E-190
48.8,0,0,0,0,0,-4.8651199514931834E-190
49,0,0,0,0,0,-3.633444014406301E-190
49.2,0,0,0,0,0,-2.7135847702528065E-190
49.4,0,0,0,0,0,-2.026601284112855E-190
49.6,0,0,0,0,0,-1.5135376678817523E-190
49.8,0,0,0,0,0,-1.1303635747471313E-190
50,0,0,0,0,0,-8.4419558114026254E-191
50.2,0,0,0,0,0,-6.3047518085158835E-191
50.4,0,0,0,0,0,-4.7086121101574314E-191
50.6,0,0,0,0,0,-3.5165584113833975E-191
50.8,0,0,0,0,0,-2.6262904591344356E-191
51,0,0,0,0,0,-1.9614067985940719E-191
51.2,0,0,0,0,0,-1.464848115405699E-191
51.4,0,0,0,0,0,-1.0940004912523573E-191
51.6,0,0,0,0,0,-8.17038341568216E-192
51.8,0,0,0,0,0,-6.1019319180411062E-192
52,0,0,0,0,0,-4.5571390273977872E-192
52.2,0,0,0,0,0,-3.4034329445122707E-192
52.4,0,0,0,0,0,-2.54180435096486E-192
52.6,0,0,0,0,0,-1.8983095785686924E-192
52.8,0,0,0,0,0,-1.4177248751335801E-192
53,0,0,0,0,0,-1.0588071852263444E-192
53.2,0,0,0,0,0,-7.9075473327030778E-193
53.4,0,0,0,0,0,-5.9056366155630568E-193
53.6,0,0,0,0,0,-4.41053873820532E-193
53.8,0,0,0,0,0,-3.2939466525837193E-193
54,0,0,0,0,0,-2.460036107625815E-193
54.2,0,0,0,0,0,-1.83724215632814E-193
