Name,Lab 2 Scope,
File,C:\Users\MECH467_TA\Desktop\2025w1_Mech467_Lab2\Lab2_S2\Ryan\LeadLagIntegrator_step.csv,
Starttime of export,134076227479476000,Friday, November 14, 2025,11:39:07.947
Endtime of export,134076227579476000,Friday, November 14, 2025,11:39:17.947


TriggerGroup,Count,ReleaseTime,Comment,
Start traj,0,0,,
Timed Stop,0,10000,,

Name,RefTraj [mm],Enc1_ActPos [mm],Enc2_ActPos [mm],Enc1_ActVelo [mm/s],Enc2_ActVelo [mm/s],Vout [V]

0,0,0,0,0,0,0.016111018098356578
0.2,0,0,0,0,0,0.016111018098356578
0.4,0,0,0,0,0,0.016111018098356578
0.6,0,0,0,0,0,0.016111018098356578
0.8,0,0,0,0,0,0.016111018098356578
1,0,0,0,0,0,0.016111018098356578
1.2,0,0,0,0,0,0.016111018098356578
1.4,0,0,0,0,0,0.016111018098356578
1.6,0,0,0,0,0,0.016111018098356578
1.8,0,0,0,0,0,0.016111018098356578
2,0,0,0,0,0,0.016111018098356578
2.2,0,0,0,0,0,0.016111018098356578
2.4,0,0,0,0,0,0.016111018098356578
2.6,0,0,0,0,0,0.016111018098356578
2.8,0,0,0,0,0,0.016111018098356578
3,0,0,0,0,0,0.016111018098356578
3.2,0,0,0,0,0,0.016111018098356578
3.4,0,0,0,0,0,0.016111018098356578
3.6,0,0,0,0,0,0.016111018098356578
3.8,0,0,0,0,0,0.016111018098356578
4,0,0,0,0,0,0.016111018098356578
4.2,0,0,0,0,0,0.016111018098356578
4.4,0,0,0,0,0,0.016111018098356578
4.6,0,0,0,0,0,0.016111018098356578
4.8,0,0,0,0,0,0.016111018098356578
5,0,0,0,0,0,0.016111018098356578
5.2,0,0,0,0,0,0.016111018098356578
5.4,0,0,0,0,0,0.016111018098356578
5.6,0,0,0,0,0,0.016111018098356578
5.8,0,0,0,0,0,0.016111018098356578
6,0,0,0,0,0,0.016111018098356578
6.2,0,0,0,0,0,0.016111018098356578
6.4,0,0,0,0,0,0.016111018098356578
6.6,0,0,0,0,0,0.016111018098356578
6.8,0,0,0,0,0,0.016111018098356578
7,0,0,0,0,0,0.016111018098356578
7.2,0,0,0,0,0,0.016111018098356578
7.4,0,0,0,0,0,0.016111018098356578
7.6,0,0,0,0,0,0.016111018098356578
7.8,0,0,0,0,0,0.016111018098356578
8,0,0,0,0,0,0.016111018098356578
8.2,0,0,0,0,0,0.016111018098356578
8.4,0,0,0,0,0,0.016111018098356578
8.6,0,0,0,0,0,0.016111018098356578
8.8,0,0,0,0,0,0.016111018098356578
9,0,0,0,0,0,0.016111018098356578
9.2,0,0,0,0,0,0.016111018098356578
9.4,0,0,0,0,0,0.016111018098356578
9.6,0,0,0,0,0,0.016111018098356578
9.8,0,0,0,0,0,0.016111018098356578
10,0,0,0,0,0,0.016111018098356578
10.2,0,0,0,0,0,0.016111018098356578
10.4,0,0,0,0,0,0.016111018098356578
10.6,0,0,0,0,0,0.016111018098356578
10.8,0,0,0,0,0,0.016111018098356578
11,0,0,0,0,0,0.016111018098356578
11.2,0,0,0,0,0,0.016111018098356578
11.4,0,0,0,0,0,0.016111018098356578
11.6,0,0,0,0,0,0.016111018098356578
11.8,0,0,0,0,0,0.016111018098356578
12,0,0,0,0,0,0.016111018098356578
12.2,0,0,0,0,0,0.016111018098356578
12.4,0,0,0,0,0,0.016111018098356578
12.6,0,0,0,0,0,0.016111018098356578
12.8,0,0,0,0,0,0.016111018098356578
13,0,0,0,0,0,0.016111018098356578
13.2,0,0,0,0,0,0.016111018098356578
13.4,0,0,0,0,0,0.016111018098356578
13.6,0,0,0,0,0,0.016111018098356578
13.8,0,0,0,0,0,0.016111018098356578
14,0,0,0,0,0,0.016111018098356578
14.2,0,0,0,0,0,0.016111018098356578
14.4,0,0,0,0,0,0.016111018098356578
