Name,Lab 2 Scope,
File,C:\Users\MECH467_TA\Desktop\2025w1_Mech467_Lab2\Lab2_S2\Ryan\LeadLag_step.csv,
Starttime of export,134076226552276000,Friday, November 14, 2025,11:37:35.227
Endtime of export,134076226652310000,Friday, November 14, 2025,11:37:45.231


TriggerGroup,Count,ReleaseTime,Comment,
Start traj,0,0,,
Timed Stop,0,10000,,

Name,RefTraj [mm],Enc1_ActPos [mm],Enc2_ActPos [mm],Enc1_ActVelo [mm/s],Enc2_ActVelo [mm/s],Vout [V]
19.2,0,0,0,-2.0805870110573437E-08,0,5.7394205665708226E-64
19.4,0,0,0,-2.0397911873111212E-08,0,4.3793682996109112E-64
19.6,0,0,0,-1.99979528167757E-08,0,3.3416032997031117E-64
19.8,0,0,0,-1.9605836094878137E-08,0,2.5497541765507151E-64
20,0,0,0,-1.9221407936155035E-08,0,1.9455470257093131E-64
20.2,0,0,0,-1.884451758446572E-08,0,1.4845169248303288E-64
20.4,0,0,0,-1.8475017239672274E-08,0,1.1327356630221938E-64
20.6,0,0,0,-1.8112761999678698E-08,0,8.6431488979418561E-65
20.8,0,0,0,-1.7757609803606568E-08,0,6.5950093486665342E-65
21,0,0,0,-1.7409421376084871E-08,0,5.0322109248119043E-65
21.2,0,0,0,-1.7068060172632227E-08,0,3.8397438810176139E-65
21.4,0,0,0,-1.6733392326110025E-08,0,2.9298519660845294E-65
21.6,0,0,0,-1.6405286594225514E-08,0,2.235574249002887E-65
21.8,0,0,0,-1.6083614308064228E-08,0,1.7058173179595486E-65
22,0,0,0,-1.5768249321631595E-08,0,1.3015952046989919E-65
22.2,0,0,0,-1.5459067962383917E-08,0,9.931603220688988E-66
22.4,0,0,0,-1.515594898272933E-08,0,7.5781427418527341E-66
22.6,0,0,0,-1.4858773512479735E-08,0,5.7823743196127487E-66
22.8,0,0,0,-1.4567425012235034E-08,0,4.412143438187926E-66
23,0,0,0,-1.4281789227681405E-08,0,3.3666118177642461E-66
23.2,0,0,0,-1.400175414478569E-08,0,2.5688365054978369E-66
23.4,0,0,0,-1.3727209945868323E-08,0,1.9601074757590129E-66
23.6,0,0,0,-1.3458048966537571E-08,0,1.4956270312663555E-66
23.8,0,0,0,-1.3194165653468206E-08,0,1.1412130428146123E-66
24,0,0,0,-1.2935456523008045E-08,0,8.7078341181588887E-67
24.2,0,0,0,-1.2681820120596122E-08,0,6.6443663176473024E-67
24.4,0,0,0,-1.243315698097659E-08,0,5.0698719295792206E-67
24.6,0,0,0,-1.2189369589192734E-08,0,3.8684804770722957E-67
24.8,0,0,0,-1.1950362342345818E-08,0,2.9517789422210405E-67
25,0,0,0,-1.1716041512103742E-08,0,2.2523052592302723E-67
25.2,0,0,0,-1.1486315207944845E-08,0,1.718583633820255E-67
25.4,0,0,0,-1.1261093341122396E-08,0,1.3113363272277774E-67
25.6,0,0,0,-1.1040287589335682E-08,0,1.0005931217235646E-67
25.8,0,0,0,-1.0823811362093806E-08,0,7.6348574690755387E-68
26,0,0,0,-1.0611579766758633E-08,0,5.8256495380149839E-68
26.2,0,0,0,-1.0403509575253561E-08,0,4.4451638654995841E-68
26.4,0,0,0,-1.019951919142506E-08,0,3.3918074992674546E-68
26.6,0,0,0,-9.9995286190441764E-09,0,2.5880616463604743E-68
26.8,0,0,0,-9.8034594304354665E-09,0,1.9747768960380867E-68
27,0,0,0,-9.6112347357210449E-09,0,1.5068202856025209E-68
27.2,0,0,0,-9.42277915266769E-09,0,1.1497538672132978E-68
27.4,0,0,0,-9.2380187771251862E-09,0,8.7730034417697116E-69
27.6,0,0,0,-9.0568811540443E-09,0,6.6940926735778362E-69
27.8,0,0,0,-8.87929524906304E-09,0,5.107814788843751E-69
28,0,0,0,-8.7051914206500386E-09,0,3.8974321374589753E-69
28.2,0,0,0,-8.5345013927941549E-09,0,2.9738700195777012E-69
28.4,0,0,0,-8.3671582282295639E-09,0,2.2691614841327481E-69
28.6,0,0,0,-8.2030963021858463E-09,0,1.7314454926320967E-69
28.8,0,0,0,-8.04225127665279E-09,0,1.3211503521979503E-69
29,0,0,0,-7.8845600751497932E-09,0,1.0080815483595733E-69
29.2,0,0,0,-7.7299608579899926E-09,0,7.69199664862044E-70
29.4,0,0,0,-7.578392998029404E-09,0,5.8692486276203341E-70
29.6,0,0,0,-7.4297970568915726E-09,0,4.4784314172837612E-70
29.8,0,0,0,-7.2841147616584046E-09,0,3.4171917449416371E-70
30,0,0,0,-7.1412889820180434E-09,0,2.6074306679412489E-70
30.2,0,0,0,-7.0012637078608262E-09,0,1.9895561020783933E-70
30.4,0,0,0,-6.8639840273145355E-09,0,1.5180973101166885E-70
30.6,0,0,0,-6.7293961052103287E-09,0,1.1583586110369044E-70
30.8,0,0,0,-6.59744716197091E-09,0,8.8386604917981781E-71
31,0,0,0,-6.4680854529126571E-09,0,6.7441911809455284E-71
31.2,0,0,0,-6.3412602479535855E-09,0,5.14604161200109E-71
31.4,0,0,0,-6.2169218117192015E-09,0,3.9266004717164705E-71
31.6,0,0,0,-6.0950213840384329E-09,0,2.9961264262860266E-71
31.8,0,0,0,-5.9755111608219929E-09,0,2.2861438608154037E-71
32,0,0,0,-5.858344275315679E-09,0,1.7444036094373457E-71
32.2,0,0,0,-5.7434747797212534E-09,0,1.3310378252104864E-71
32.4,0,0,0,-5.6308576271776992E-09,0,1.01562601828857E-71
32.6,0,0,0,-5.520448654095783E-09,0,7.7495634570834006E-72
32.8,0,0,0,-5.4122045628390026E-09,0,5.9131740122769063E-72
33,0,0,0,-5.30608290474412E-09,0,4.5119479430169753E-72
33.2,0,0,0,-5.2020420634746276E-09,0,3.4427659659987343E-72
33.4,0,0,0,-5.1000412387006153E-09,0,2.6269446470416876E-72
33.6,0,0,0,-5.0000404300986422E-09,0,2.0044459155152211E-72
33.8,0,0,0,-4.9020004216653351E-09,0,1.5294587317438414E-72
34,0,0,0,-4.8058827663385633E-09,0,1.1670277526576229E-72
34.2,0,0,0,-4.71164977092016E-09,0,8.9048089183828086E-73
34.4,0,0,0,-4.6192644812942739E-09,0,6.7946646249271652E-73
34.6,0,0,0,-4.5286906679355622E-09,0,5.1845545242335235E-73
34.8,0,0,0,-4.4398928117015312E-09,0,3.95598710142937E-73
35,0,0,0,-4.3528360899034616E-09,0,3.0185493996688555E-73
35.2,0,0,0,-4.2674863626504526E-09,0,2.3032533333966144E-73
35.4,0,0,0,-4.1838101594612276E-09,0,1.7574587046296439E-73
35.6,0,0,0,-4.1017746661384586E-09,0,1.3409992959496334E-73
35.8,0,0,0,-4.02134771190045E-09,0,1.0232269509378717E-73
36,0,0,0,-3.9424977567651468E-09,0,7.8075610948339953E-74
36.2,0,0,0,-3.8651938791815167E-09,0,5.9574281339728578E-74
36.4,0,0,0,-3.7894057639034473E-09,0,4.5457153060172034E-74
36.6,0,0,0,-3.7151036901014188E-09,0,3.4685315842121785E-74
36.8,0,0,0,-3.642258519707273E-09,0,2.6466046685220886E-74
37,0,0,0,-3.5708416859875225E-09,0,2.0194471641329676E-74
37.2,0,0,0,-3.5008251823407084E-09,0,1.5409051821109372E-74
37.4,0,0,0,-3.43218155131442E-09,0,1.1757617740277766E-74
37.6,0,0,0,-3.3648838738376665E-09,0,8.9714523989797154E-75
37.8,0,0,0,-3.2989057586643786E-09,0,6.8455158115437624E-75
38,0,0,0,-3.2342213320239004E-09,0,5.2233556666281785E-75
38.2,0,0,0,-3.1708052274744122E-09,0,3.985593660318183E-75
38.4,0,0,0,-3.1086325759553062E-09,0,3.0411401863091346E-75
38.6,0,0,0,-3.0476789960346137E-09,0,2.320490853060524E-75
38.8,0,0,0,-2.9879205843476603E-09,0,1.7706115039940488E-75
39,0,0,0,-2.9293339062231964E-09,0,1.3510353182134683E-75
39.2,0,0,0,-2.8718959864933296E-09,0,1.0308847688737837E-75
39.4,0,0,0,-2.8155843004836563E-09,0,7.8659927861933241E-76
39.6,0,0,0,-2.7603767651800552E-09,0,6.0020134529721568E-76
39.8,0,0,0,-2.7062517305686816E-09,0,4.5797353835474742E-76
40,0,0,0,-2.6531879711457662E-09,0,3.49449003199594E-76
40.2,0,0,0,-2.6011646775938882E-09,0,2.6664118253618305E-76
40.4,0,0,0,-2.5501614486214591E-09,0,2.0345606819111593E-76
40.6,0,0,0,-2.5001582829622148E-09,0,1.5524372975720217E-76
40.8,0,0,0,-2.451135571531583E-09,0,1.1845611607066136E-76
41,0,0,0,-2.403074089736846E-09,0,9.0385946385670511E-77
41.2,0,0,0,-2.3559549899380843E-09,0,6.8967475678165638E-77
41.4,0,0,0,-2.3097597940569451E-09,0,5.26244719629605E-77
41.6,0,0,0,-2.2644703863303381E-09,0,4.0154217943301605E-77
41.8,0,0,0,-2.2200690062062136E-09,0,3.0639000421192216E-77
42,0,0,0,-2.1765382413786409E-09,0,2.3378573781099269E-77
42.2,0,0,0,-2.1338610209594517E-09,0,1.7838627387473847E-77
42.4,0,0,0,-2.0920206087837761E-09,0,1.3611464499446867E-77
42.6,0,0,0,-2.051000596846839E-09,0,1.0385998978250925E-77
42.8,0,0,0,-2.01078489886945E-09,0,7.9248617796132636E-78
43,0,0,0,-1.9713577439896567E-09,0,6.0469324479513517E-78
43.2,0,0,0,-1.9327036705780948E-09,0,4.6140100669202251E-78
43.4,0,0,0,-1.8948075201746026E-09,0,3.5206427524841521E-78
43.6,0,0,0,-1.8576544315437281E-09,0,2.6863672187201346E-78
43.8,0,0,0,-1.8212298348467922E-09,0,2.0497873090708132E-78
44,0,0,0,-1.7855194459282275E-09,0,1.5640557192436061E-78
44.2,0,0,0,-1.7505092607139485E-09,0,1.1934264018873011E-78
44.4,0,0,0,-1.7161855497195573E-09,0,9.1062393698509682E-79
44.6,0,0,0,-1.6825348526662325E-09,0,6.9483627419241971E-79
44.8,0,0,0,-1.6495439732021886E-09,0,5.3018312864919223E-79
45,0,0,0,-1.6171999737276359E-09,0,4.0454731617308026E-79
45.2,0,0,0,-1.5854901703212116E-09,0,3.0868302324107067E-79
45.4,0,0,0,-1.5544021277658936E-09,0,2.3553538740195435E-79
45.6,0,0,0,-1.5239236546724446E-09,0,1.7972131455788932E-79
45.8,0,0,0,-1.4940427986984752E-09,0,1.3713332532616198E-79
46,0,0,0,-1.46474784186125E-09,0,1.0463727667067334E-79
46.2,0,0,0,-1.436027295942402E-09,0,7.9841713478570645E-80
46.4,0,0,0,-1.407869897982747E-09,0,6.0921876161373804E-80
46.6,0,0,0,-1.3802646058654382E-09,0,4.6485412616024555E-80
46.8,0,0,0,-1.3532005939857237E-09,0,3.546991199611352E-80
47,0,0,0,-1.3266672490056113E-09,0,2.7064719579972871E-80
47.2,0,0,0,-1.3006541656917758E-09,0,2.0651278921211526E-80
47.4,0,0,0,-1.2751511428350743E-09,0,1.5757610930403104E-80
47.6,0,0,0,-1.2501481792500727E-09,0,1.202357990424123E-80
47.8,0,0,0,-1.2256354698530125E-09,0,9.1743903534731649E-81
48,0,0,0,-1.2016034018166788E-09,0,7.00036420336104E-81
48.2,0,0,0,-1.1780425508006655E-09,0,5.3415101267352E-81
48.4,0,0,0,-1.1549436772555543E-09,0,4.0757494331960523E-81
48.6,0,0,0,-1.1322977227995631E-09,0,3.1099320319647597E-81
48.8,0,0,0,-1.1100958066662383E-09,0,2.3729813134896976E-81
49,0,0,0,-1.0883292222218021E-09,0,1.8106634666911907E-81
49.2,0,0,0,-1.0669894335507863E-09,0,1.3815962944894865E-81
49.4,0,0,0,-1.0460680721086141E-09,0,1.0542038076436364E-81
49.6,0,0,0,-1.0255569334398177E-09,0,8.0439247881813E-82
49.8,0,0,0,-1.0054479739606054E-09,0,6.1377814734463944E-82
50,0,0,0,-9.8573330780451513E-10,0,4.6833308873216555E-82
50.2,0,0,0,-9.6640520372991671E-10,0,3.5735368381933005E-82
50.4,0,0,0,-9.4745608208815362E-10,0,2.7267271608963093E-82
50.6,0,0,0,-9.2887851185113093E-10,0,2.0805832839066623E-82
50.8,0,0,0,-9.1066520769718716E-10,0,1.5875540697107707E-82
51,0,0,0,-8.92809027154105E-10,0,1.2113564228598769E-82
51.2,0,0,0,-8.7530296779814216E-10,0,9.2430513782199128E-83
51.4,0,0,0,-8.5814016450798243E-10,0,7.05275484309671E-83
51.6,0,0,0,-8.4131388677253173E-10,0,5.3814859229316119E-83
51.8,0,0,0,-8.2481753605150169E-10,0,4.1062522919051632E-83
52,0,0,0,-8.0864464318774667E-10,0,3.1332067251029912E-83
52.2,0,0,0,-7.9278886587033982E-10,0,2.3907406765003864E-83
52.4,0,0,0,-7.7724398614739191E-10,0,1.824214449841527E-83
52.6,0,0,0,-7.6200390798763914E-10,0,1.3919361441918757E-83
52.8,0,0,0,-7.4706265488984223E-10,0,1.0620934559947487E-83
53,0,0,0,-7.3241436753906094E-10,0,8.1041254225191712E-84
53.2,0,0,0,-7.1805330150888325E-10,0,6.1837165546236318E-84
53.4,0,0,0,-7.0397382500870905E-10,0,4.7183808781725334E-84
53.6,0,0,0,-6.9017041667520493E-10,0,3.6002811440084255E-84
53.8,0,0,0,-6.7663766340706365E-10,0,2.7471339534851014E-84
54,0,0,0,-6.6337025824221925E-10,0,2.0961543436545083E-84
54.2,0,0,0,-6.5036299827668556E-10,0,1.5994353048738189E-84
54.4,0,0,0,-6.3761078262420154E-10,0,1.2204221994534824E-84
54.6,0,0,0,-6.2510861041588381E-10,0,9.3122262612327318E-85
54.8,0,0,0,-6.1285157883910176E-10,0,7.1055375737368229E-85
55,0,0,0,-6.0083488121480562E-10,0,5.4217608974958689E-85
55.2,0,0,0,-5.8905380511255451E-10,0,4.1369834336342881E-85
55.4,0,0,0,-5.7750373050250435E-10,0,3.1566556057588638E-85
55.6,0,0,0,-5.6618012794363165E-10,0,2.4086329503657678E-85
55.8,0,0,0,-5.55078556807482E-10,0,1.8378668483833582E-85
56,0,0,0,-5.44194663536747E-10,0,1.4023533772024674E-85
56.2,0,0,0,-5.3352417993798724E-10,0,1.0700421503772379E-85
56.4,0,0,0,-5.2306292150783066E-10,0,8.1647765976651793E-86
56.6,0,0,0,-5.1280678579199086E-10,0,6.22999541338433E-86
56.8,0,0,0,-5.027517507764616E-10,0,4.7536931827245356E-86
57,0,0,0,-4.9289387331025647E-10,0,3.6272256038798586E-86
57.2,0,0,0,-4.8322928755907494E-10,0,2.7676934702590385E-86
57.4,0,0,0,-4.7375420348928909E-10,0,2.1118419370222991E-86
57.6,0,0,0,-4.6446490538165596E-10,0,1.6114054590549293E-86
57.8,0,0,0,-4.5535775037417249E-10,0,1.2295558242077894E-86
58,0,0,0,-4.4642916703350244E-10,0,9.3819188482205725E-87
58.2,0,0,0,-4.3767565395441415E-10,0,7.1587153296848906E-87
58.4,0,0,0,-4.2909377838668053E-10,0,5.4623372894752E-87
58.6,0,0,0,-4.2068017488890245E-10,0,4.1679445668507442E-87
58.8,0,0,0,-4.124315440087279E-10,0,3.1802799775496197E-87
59,0,0,0,-4.0434465098894892E-10,0,2.4266591297890458E-87
59.2,0,0,0,-3.964163244989695E-10,0,1.8516214213082289E-87
59.4,0,0,0,-3.8864345539114657E-10,0,1.4128485726569897E-87
59.6,0,0,0,-3.810229954815162E-10,0,1.0780503326908782E-87
59.8,0,0,0,-3.7355195635442764E-10,0,8.2258816854612014E-88
60,0,0,0,-3.6622740819061533E-10,0,6.2766206225557021E-88
60.2,0,0,0,-3.5904647861825031E-10,0,4.7892697641301797E-88
60.4,0,0,0,-3.5200635158651989E-10,0,3.6543717157580986E-88
60.6,0,0,0,-3.45104266261294E-10,0,2.7884068542040463E-88
60.8,0,0,0,-3.3833751594244506E-10,0,2.127646936146215E-88
61,0,0,0,-3.317034470023971E-10,0,1.6234651977229409E-88
61.2,0,0,0,-3.2519945784548732E-10,0,1.2387578048975993E-88
61.4,0,0,0,-3.1882299788773265E-10,0,9.4521330136736232E-89
61.6,0,0,0,-3.125715665566006E-10,0,7.2122910673054651E-89
61.8,0,0,0,-3.0644271231039274E-10,0,5.5032173546738375E-89
62,0,0,0,-3.004340316768556E-10,0,4.1991374128079983E-89
62.2,0,0,0,-2.9454316831064273E-10,0,3.2040811538487561E-89
62.4,0,0,0,-2.8876781206925759E-10,0,2.4448202169177707E-89
62.6,0,0,0,-2.8310569810711529E-10,0,1.865478933287967E-89
62.8,0,0,0,-2.7755460598736794E-10,0,1.4234223140254154E-89
63,0,0,0,-2.7211235881114503E-10,0,1.0861184481426155E-89
63.2,0,0,0,-2.6677682236386767E-10,0,8.2874440829839357E-90
63.4,0,0,0,-2.6154590427830161E-10,0,6.3235947742199692E-90
63.6,0,0,0,-2.564175532140212E-10,0,4.8251126002341935E-90
63.8,0,0,0,-2.5138975805296197E-10,0,3.6817209888042893E-90
64,0,0,0,-2.46460547110747E-10,0,2.8092752568601445E-90
64.2,0,0,0,-2.4162798736347746E-10,0,2.143570219689494E-90
64.4,0,0,0,-2.3689018368968376E-10,0,1.6356151913270545E-90
64.6,0,0,0,-2.3224527812714094E-10,0,1.2480286530978945E-90
64.8,0,0,0,-2.2769144914425582E-10,0,9.52287266107872E-91
65,0,0,0,-2.23226910925741E-10,0,7.2662677650885E-91
65.2,0,0,0,-2.1884991267229508E-10,0,5.5444033657784285E-91
65.4,0,0,0,-2.1455873791401477E-10,0,4.2305637056413595E-91
65.6,0,0,0,-2.1035170383726938E-10,0,3.2280604578590461E-91
65.8,0,0,0,-2.062271606247739E-10,0,2.4631172213995561E-91
66,0,0,0,-2.0218349080860186E-10,0,1.8794401547171966E-91
66.2,0,0,0,-1.9821910863588415E-10,0,1.434075189144401E-91
66.4,0,0,0,-1.9433245944694525E-10,0,1.09424694527132E-91
66.6,0,0,0,-1.9052201906563258E-10,0,8.3494672127337672E-92
66.8,0,0,0,-1.8678629320160057E-10,0,6.3709204798584659E-92
67,0,0,0,-1.8312381686431427E-10,0,4.8612236836834733E-92
67.2,0,0,0,-1.795331537885434E-10,0,3.7092749434741188E-92
67.4,0,0,0,-1.7601289587112098E-10,0,2.8302998383854645E-92
67.6,0,0,0,-1.7256166261874605E-10,0,2.1596126728912782E-92
67.8,0,0,0,-1.6917810060661377E-10,0,1.6478561153341029E-92
68,0,0,0,-1.6586088294766054E-10,0,1.2573688842122774E-92
68.2,0,0,0,-1.6260870877221622E-10,0,9.5941417231363337E-93
68.4,0,0,0,-1.5942030271785904E-10,0,7.3206484238149262E-93
68.6,0,0,0,-1.5629441442927356E-10,0,5.5858976124843739E-93
68.8,0,0,0,-1.5322981806791526E-10,0,4.2622251924643794E-93
69,0,0,0,-1.5022531183128947E-10,0,3.25221922268609E-93
69.2,0,0,0,-1.4727971748165633E-10,0,2.4815511604382012E-93
69.4,0,0,0,-1.4439187988397678E-10,0,1.8935058617561626E-93
69.6,0,0,0,-1.415606665529184E-10,0,1.4448077902499627E-93
69.8,0,0,0,-1.3878496720874352E-10,0,1.1024362759727201E-93
70,0,0,0,-1.3606369334190541E-10,0,8.41195452282502E-94
70.2,0,0,0,-1.3339577778618178E-10,0,6.4186003704968149E-94
70.4,0,0,0,-1.3078017430017821E-10,0,4.8976050220378538E-94
70.6,0,0,0,-1.2821585715703745E-10,0,3.7370351116023428E-94
70.8,0,0,0,-1.2570182074219358E-10,0,2.8514817676207446E-94
71,0,0,0,-1.232370791590133E-10,0,2.1757751876158285E-94
71.2,0,0,0,-1.2082066584216989E-10,0,1.6601886502661059E-94
71.4,0,0,0,-1.1845163317859793E-10,0,1.2667790175016257E-94
71.6,0,0,0,-1.1612905213588033E-10,0,9.6659441619792275E-95
71.8,0,0,0,-1.1385201189792188E-10,0,7.3754360667234854E-95
72,0,0,0,-1.1161961950776654E-10,0,5.6277024016231323E-95
72.2,0,0,0,-1.0943099951741818E-10,0,4.2941236334659914E-95
72.4,0,0,0,-1.0728529364452762E-10,0,3.2765587914124386E-95
