Time,X_Traj,Y_Traj,X_ActPos,Y_ActPos,X_ActVelo,Y_ActVelo,XY Position X,XY Position Y
86.4,2.979076,2.234307,2.964,2.2017,58.42841323,46.65661814,2.964,2.2017
86.5,2.985984,2.239488,2.9701,2.2069,58.45387449,46.70952291,2.9701,2.2069
86.6,2.9929,2.244675,2.976,2.2121,58.45928167,46.76190388,2.976,2.2121
86.7,2.999824,2.249868,2.9821,2.2175,58.4844373,46.83356819,2.9821,2.2175
86.8,3.006756,2.255067,2.9881,2.2225,58.49944287,46.864919,2.9881,2.2225
86.9,3.013696,2.260272,2.9944,2.2282,58.54400284,46.96526634,2.9944,2.2282
87,3.020644,2.265483,3.0002,2.2332,58.53861668,46.99531321,3.0002,2.2332
87.1,3.0276,2.2707,3.0065,2.2384,58.58278879,47.04486456,3.0065,2.2384
87.2,3.034564,2.275923,3.0123,2.2438,58.5770186,47.11372729,3.0123,2.2438
87.3,3.041536,2.281152,3.0186,2.2488,58.6208105,47.14230425,3.0186,2.2488
87.4,3.048516,2.286387,3.0245,2.2541,58.62456485,47.20030124,3.0245,2.2541
87.5,3.055504,2.291628,3.0308,2.2596,58.66788599,47.27752598,3.0308,2.2596
87.6,3.0625,2.296875,3.0369,2.2646,58.69097623,47.30448116,3.0369,2.2646
87.7,3.069504,2.302128,3.0431,2.2699,58.72373884,47.36087244,3.0431,2.2699
87.8,3.076516,2.307387,3.0491,2.2752,58.73637509,47.41670539,3.0491,2.2752
87.9,3.083536,2.312652,3.0556,2.2806,58.79839117,47.48188652,3.0556,2.2806
88,3.090564,2.317923,3.0614,2.2857,58.79048631,47.51671933,3.0614,2.2857
88.1,3.0976,2.3232,3.0676,2.291,58.82226367,47.57100923,3.0676,2.291
88.2,3.104644,2.328483,3.0738,2.2962,58.85372641,47.61486063,3.0738,2.2962
88.3,3.111696,2.333772,3.08,2.3017,58.88487763,47.68798082,3.08,2.3017
88.4,3.118756,2.339067,3.0863,2.3067,58.92562142,47.7108721,3.0863,2.3067
88.5,3.125824,2.344368,3.0925,2.312,58.95606081,47.7632397,3.0925,2.312
88.6,3.1329,2.349675,3.0987,2.3173,58.98619882,47.81508881,3.0987,2.3173
88.7,3.139984,2.354988,3.1052,2.3225,59.04574141,47.85652358,3.1052,2.3225
88.8,3.147076,2.360307,3.1112,2.3278,59.05518951,47.90744909,3.1112,2.3278
88.9,3.154176,2.365632,3.1175,2.3332,59.09424704,47.96777137,3.1175,2.3332
89,3.161284,2.370963,3.1241,2.3383,59.16262084,47.99779344,3.1241,2.3383
89.1,3.1684,2.3763,3.1301,2.3436,59.17091172,48.04732024,3.1301,2.3436
89.2,3.175524,2.381643,3.1364,2.3489,59.20882348,48.09635667,3.1364,2.3489
89.3,3.182656,2.386992,3.1427,2.3543,59.24635988,48.15480858,3.1427,2.3543
89.4,3.189796,2.392347,3.1492,2.3595,59.30332662,48.19287979,3.1492,2.3595
89.5,3.196944,2.397708,3.1556,2.3648,59.34982834,48.24047504,3.1556,2.3648
89.6,3.2041,2.403075,3.1617,2.37,59.36616667,48.27769806,3.1617,2.37
89.7,3.211264,2.408448,3.1681,2.3756,59.41204621,48.35415649,3.1681,2.3756
89.8,3.218436,2.413827,3.1746,2.3807,59.46737248,48.38035296,3.1746,2.3807
89.9,3.225616,2.419212,3.1811,2.3863,59.52215097,48.45579501,3.1811,2.3863
90,3.232804,2.424603,3.1872,2.3915,59.53678314,48.49088615,3.1872,2.3915
90.1,3.24,2.43,3.1936,2.3968,59.58097341,48.53553084,3.1936,2.3968
90.2,3.247204,2.435403,3.2001,2.402,59.63462714,48.56983252,3.2001,2.402
90.3,3.254416,2.440812,3.2065,2.4073,59.67784865,48.61369556,3.2065,2.4073
90.4,3.261636,2.446227,3.2129,2.4126,59.72064223,48.65712432,3.2129,2.4126
90.5,3.268864,2.451648,3.2193,2.4182,59.76301211,48.72982606,3.2193,2.4182
90.6,3.2761,2.457075,3.2256,2.4233,59.79506149,48.75230303,3.2256,2.4233
90.7,3.283344,2.462508,3.2324,2.4286,59.87629851,48.79435943,3.2324,2.4286
90.8,3.290596,2.467947,3.2386,2.4341,59.89732525,48.85580142,3.2386,2.4341
90.9,3.297856,2.473392,3.245,2.4395,59.93794579,48.90673408,3.245,2.4395
91,3.305124,2.478843,3.2516,2.4446,59.99796613,48.92745948,3.2516,2.4446
91.1,3.3124,2.4843,3.2581,2.4499,60.04749122,48.96778167,3.2581,2.4499
91.2,3.319684,2.489763,3.2644,2.4553,60.07672398,49.01760561,3.2644,2.4553
91.3,3.326976,2.495232,3.2711,2.4608,60.14527127,49.07683724,3.2711,2.4608
91.4,3.334276,2.500707,3.2775,2.4661,60.1834369,49.11568043,3.2775,2.4661
91.5,3.341584,2.506188,3.2842,2.4714,60.25092762,49.15413904,3.2842,2.4714
91.6,3.3489,2.511675,3.2906,2.4767,60.28804715,49.19221687,3.2906,2.4767
91.7,3.356224,2.517168,3.2972,2.4822,60.34460114,49.24971968,3.2972,2.4822
91.8,3.363556,2.522667,3.3037,2.4874,60.3906942,49.27695017,3.3037,2.4874
91.9,3.370896,2.528172,3.3105,2.4928,60.46603386,49.32371304,3.3105,2.4928
92,3.378244,2.533683,3.3168,2.4981,60.49112263,49.36011193,3.3168,2.4981
92.1,3.3856,2.5392,3.3234,2.5034,60.54566597,49.39615042,3.3234,2.5034
92.2,3.392964,2.544723,3.33,2.5088,60.59966928,49.44173309,3.33,2.5088
92.3,3.400336,2.550252,3.3368,2.5142,60.67293988,49.48686445,3.3368,2.5142
92.4,3.407716,2.555787,3.3434,2.5194,60.72568305,49.51174698,3.3434,2.5194
92.5,3.415104,2.561328,3.3501,2.5249,60.787805,49.56608611,3.3501,2.5249
92.6,3.4225,2.566875,3.3566,2.5301,60.8295099,49.59018427,3.3566,2.5301
92.7,3.429904,2.572428,3.3635,2.5355,60.91040584,49.63384581,3.3635,2.5355
92.8,3.437316,2.577987,3.3701,2.5407,60.96079787,49.65727308,3.3701,2.5407
92.9,3.444736,2.583552,3.377,2.5464,61.04039393,49.72997335,3.377,2.5464
93,3.452164,2.589123,3.3835,2.5513,61.07959795,49.72274589,3.3835,2.5513
93.1,3.4596,2.5947,3.3905,2.5567,61.16791876,49.76509494,3.3905,2.5567
93.2,3.467044,2.600283,3.397,2.562,61.20586016,49.7971237,3.397,2.562
93.3,3.474496,2.605872,3.404,2.5673,61.29293085,49.82883535,3.404,2.5673
93.4,3.481956,2.611467,3.4106,2.5727,61.33953549,49.87013401,3.4106,2.5727
93.5,3.489424,2.617068,3.4174,2.5781,61.40548069,49.91102377,3.4174,2.5781
93.6,3.4969,2.622675,3.4243,2.5834,61.48067395,49.9416077,3.4243,2.5834
93.7,3.504384,2.628288,3.4312,2.5889,61.55512272,49.99169079,3.4312,2.5889
93.8,3.511876,2.633907,3.438,2.5942,61.61893339,50.02147603,3.438,2.5942
93.9,3.519376,2.639532,3.4451,2.5999,61.71181523,50.09057032,3.4451,2.5999
94,3.526884,2.645163,3.4518,2.6052,61.7641735,50.11937656,3.4518,2.6052
94.1,3.5344,2.6508,3.4588,2.6106,61.84571634,50.15779857,3.4588,2.6106
94.2,3.541924,2.656443,3.4657,2.6158,61.91655083,50.17603819,3.4657,2.6158
94.3,3.549456,2.662092,3.473,2.6212,62.02628795,50.2138992,3.473,2.6212
94.4,3.556996,2.667747,3.4796,2.6268,62.06563163,50.27118733,3.4796,2.6268
94.5,3.564544,2.673408,3.4866,2.6322,62.14418973,50.30810626,3.4866,2.6322
94.6,3.5721,2.679075,3.4938,2.6374,62.24177201,50.32485769,3.4938,2.6374
94.7,3.579664,2.684748,3.5009,2.6428,62.32848714,50.36124523,3.5009,2.6428
94.8,3.587236,2.690427,3.5076,2.6486,62.37473975,50.43687647,3.5076,2.6486
94.9,3.594816,2.696112,3.5147,2.6537,62.46013836,50.44245195,3.5147,2.6537
95,3.602404,2.701803,3.5218,2.6592,62.54469145,50.48757619,3.5218,2.6592
95.1,3.61,2.7075,3.529,2.6648,62.63830836,50.54215464,3.529,2.6648
95.2,3.617604,2.713203,3.5358,2.6703,62.69139442,50.58629172,3.5358,2.6703
95.3,3.625216,2.718912,3.5429,2.6758,62.77365784,50.62999181,3.5429,2.6758
95.4,3.632836,2.724627,3.55,2.681,62.85510677,50.64355624,3.55,2.681
95.5,3.640464,2.730348,3.5573,2.6865,62.95555126,50.68668935,3.5573,2.6865
95.6,3.6481,2.736075,3.5641,2.6921,63.0054963,50.73929639,3.5641,2.6921
95.7,3.655744,2.741808,3.5712,2.6977,63.0846498,50.79138256,3.5712,2.6977
95.8,3.663396,2.747547,3.5785,2.7029,63.18282158,50.80334907,3.5785,2.7029
95.9,3.671056,2.753292,3.5858,2.7088,63.28002137,50.88450403,3.5858,2.7088
96,3.678724,2.759043,3.5925,2.7142,63.31685284,50.91535052,3.5925,2.7142
96.1,3.6864,2.7648,3.5997,2.7197,63.4028246,50.9557926,3.5997,2.7197
96.2,3.694084,2.770563,3.6068,2.7249,63.47804415,50.96613129,3.6068,2.7249
96.3,3.701776,2.776332,3.6141,2.7304,63.57232095,51.00607058,3.6141,2.7304
96.4,3.709476,2.782107,3.6212,2.7361,63.64586232,51.06541642,3.6212,2.7361
96.5,3.717184,2.787888,3.6284,2.7417,63.72857656,51.11427368,3.6284,2.7417
96.6,3.7249,2.793675,3.6355,2.7469,63.80057085,51.12304325,3.6355,2.7469
96.7,3.732624,2.799468,3.6429,2.7524,63.90155529,51.16142896,3.6429,2.7524
96.8,3.740356,2.805267,3.65,2.7581,63.97183693,51.21923659,3.65,2.7581
96.9,3.748096,2.811072,3.6572,2.7636,64.05132369,51.25666989,3.6572,2.7636
97,3.755844,2.816883,3.6644,2.769,64.13002345,51.28383158,3.6644,2.769
97.1,3.7636,2.8227,3.672,2.7745,64.24754797,51.32062532,3.672,2.7745
97.2,3.771364,2.828523,3.679,2.7801,64.30450295,51.36695577,3.679,2.7801
97.3,3.779136,2.834352,3.6865,2.7859,64.41039896,51.43262947,3.6865,2.7859
97.4,3.786916,2.840187,3.6937,2.7912,64.48554352,51.44814799,3.6937,2.7912
97.5,3.794704,2.846028,3.7012,2.7968,64.58964705,51.49321583,3.7012,2.7968
97.6,3.8025,2.851875,3.7085,2.8024,64.67291787,51.53783746,3.7085,2.8024
97.7,3.810304,2.857728,3.7159,2.8081,64.76526522,51.59191828,3.7159,2.8081
97.8,3.818116,2.863587,3.7232,2.8135,64.84679725,51.61576067,3.7232,2.8135
97.9,3.825936,2.869452,3.7311,2.8195,64.98692797,51.69877294,3.7311,2.8195
98,3.833764,2.875323,3.7381,2.8249,65.03656234,51.72155737,3.7381,2.8249
98.1,3.8416,2.8812,3.7456,2.8303,65.13521024,51.7441162,3.7456,2.8303
98.2,3.849444,2.887083,3.7531,2.8361,65.23288143,51.80605565,3.7531,2.8361
98.3,3.857296,2.892972,3.7606,2.8417,65.32958557,51.84757985,3.7606,2.8417
98.4,3.865156,2.898867,3.7682,2.8472,65.43523324,51.87879193,3.7682,2.8472
98.5,3.873024,2.904768,3.7757,2.8532,65.5299339,51.95919993,3.7757,2.8532
98.6,3.8809,2.910675,3.7833,2.8586,65.63359792,51.97940587,3.7833,2.8586
98.7,3.888784,2.916588,3.7911,2.8642,65.75603754,52.01921373,3.7911,2.8642
98.8,3.896676,2.922507,3.7985,2.8701,65.83766094,52.08833043,3.7985,2.8701
98.9,3.904576,2.928432,3.8065,2.8759,65.97788211,52.14686181,3.8065,2.8759
99,3.912484,2.934363,3.814,2.8813,66.06721001,52.16520971,3.814,2.8813
99.1,3.9204,2.9403,3.8213,2.887,66.1358515,52.21307893,3.8213,2.887
99.2,3.928324,2.946243,3.829,2.8927,66.24341733,52.26047418,3.829,2.8927
99.3,3.936256,2.952192,3.8366,2.8986,66.34001715,52.32720216,3.8366,2.8986
99.4,3.944196,2.958147,3.8445,2.9043,66.46536352,52.37346749,3.8445,2.9043
99.5,3.952144,2.964108,3.8522,2.91,66.56966685,52.41927474,3.8522,2.91
99.6,3.9601,2.970075,3.8597,2.9157,66.6531355,52.46462845,3.8597,2.9157
99.7,3.968064,2.976048,3.8673,2.9217,66.74567871,52.53923609,3.8673,2.9217
99.8,3.976036,2.982027,3.8753,2.9272,66.87690961,52.56360009,3.8753,2.9272
99.9,3.984016,2.988012,3.883,2.9334,66.97713823,52.6570298,3.883,2.9334
100,3.992004,2.994003,3.8904,2.939,67.04667152,52.69012851,3.8904,2.939
100.1,4,3,3.8983,2.9446,67.1650213,52.72289951,3.8983,2.9446
100.2,4.008004,3.006003,3.906,2.9506,67.26239733,52.79495001,3.906,2.9506
100.3,4.016016,3.012012,3.9138,2.9564,67.36871023,52.84648516,3.9138,2.9564
100.4,4.024036,3.018027,3.9213,2.962,67.44426755,52.87770808,3.9213,2.962
100.5,4.032064,3.024048,3.9294,2.968,67.57848272,52.94822582,3.9294,2.968
100.6,4.0401,3.030075,3.9371,2.9738,67.67176507,52.99824339,3.9371,2.9738
100.7,4.048144,3.036108,3.9447,2.9797,67.75422284,53.05766672,3.9447,2.9797
100.8,4.056196,3.042147,3.9528,2.9854,67.88536915,53.09669973,3.9528,2.9854
100.9,4.064256,3.048192,3.9606,2.9916,67.98551401,53.18485121,3.9606,2.9916
101,4.072324,3.054243,3.9684,2.9972,68.08466734,53.21272397,3.9684,2.9972
101.1,4.0804,3.0603,3.976,3.0031,68.16303697,53.27002374,3.976,3.0031
101.2,4.088484,3.066363,3.9839,3.009,68.27033363,53.32675617,3.9839,3.009
101.3,4.096576,3.072432,3.9918,3.0149,68.37656795,53.38292691,3.9918,3.0149
101.4,4.104676,3.078507,4,3.0209,68.51145342,53.44844248,4,3.0209
101.5,4.112784,3.084588,4.0076,3.0269,68.58559745,53.51330939,4.0076,3.0269
101.6,4.1209,3.090675,4.0157,3.0329,68.70851232,53.57753405,4.0157,3.0329
101.7,4.129024,3.096768,4.0237,3.039,68.82030923,53.65102381,4.0237,3.039
101.8,4.137156,3.102867,4.0317,3.0449,68.93099924,53.70398397,4.0317,3.0449
101.9,4.145296,3.108972,4.0403,3.0512,69.09999925,53.79602373,4.0403,3.0512
102,4.153444,3.115083,4.048,3.0572,69.17821707,53.85744924,4.048,3.0572
102.1,4.1616,3.1212,4.0558,3.0632,69.26556146,53.91826657,4.0558,3.0632
102.2,4.169764,3.127323,4.0638,3.069,69.37184303,53.95867978,4.0638,3.069
102.3,4.177936,3.133452,4.072,3.075,69.49687429,54.01849483,4.072,3.075
102.4,4.186116,3.139587,4.0805,3.0812,69.65037058,54.09751963,4.0805,3.0812
102.5,4.194304,3.145728,4.0882,3.0874,69.72313919,54.17576201,4.0882,3.0874
102.6,4.2025,3.151875,4.0964,3.0933,69.84469227,54.22352674,4.0964,3.0933
102.7,4.210704,3.158028,4.1048,3.0994,69.98484383,54.29062054,4.1048,3.0994
102.8,4.218916,3.164187,4.1131,3.1057,70.11370676,54.37685202,4.1131,3.1057
102.9,4.227136,3.170352,4.1211,3.1117,70.21159085,54.43252675,4.1211,3.1117
103,4.235364,3.176523,4.1293,3.1181,70.32830777,54.52725421,4.1293,3.1181
103.1,4.2436,3.1827,4.1374,3.1239,70.43396809,54.56163783,4.1374,3.1239
103.2,4.251844,3.188883,4.1455,3.13,70.53858227,54.62538399,4.1455,3.13
103.3,4.260096,3.195072,4.1539,3.1364,70.67186363,54.71820197,4.1539,3.1364
103.4,4.268356,3.201267,4.1621,3.1423,70.7840234,54.76059601,4.1621,3.1423
103.5,4.276624,3.207468,4.1701,3.1484,70.87527069,54.82237229,4.1701,3.1484
103.6,4.2849,3.213675,4.1785,3.1546,71.00521851,54.89343791,4.1785,3.1546
103.7,4.293184,3.219888,4.1867,3.1608,71.11407773,54.96379991,4.1867,3.1608
103.8,4.301476,3.226107,4.1949,3.1668,71.22185914,55.01366328,4.1949,3.1668
103.9,4.309776,3.232332,4.2032,3.1731,71.3384744,55.09273592,4.2032,3.1731
104,4.318084,3.238563,4.2117,3.1795,71.47373703,55.18092665,4.2117,3.1795
104.1,4.3264,3.2448,4.2196,3.1857,71.54825448,55.24844223,4.2196,3.1857
104.2,4.334724,3.251043,4.2278,3.1916,71.65173711,55.28558636,4.2278,3.1916
104.3,4.343056,3.257292,4.2361,3.1978,71.76409615,55.35206571,4.2361,3.1978
104.4,4.351396,3.263547,4.2447,3.2042,71.90504569,55.43768882,4.2447,3.2042
104.5,4.359744,3.269808,4.2529,3.2105,72.00499573,55.51256319,4.2529,3.2105
104.6,4.3681,3.276075,4.2612,3.2164,72.11385716,55.54709226,4.2612,3.2164
104.7,4.376464,3.282348,4.2693,3.2227,72.20183877,55.62088343,4.2693,3.2227
104.8,4.384836,3.288627,4.2779,3.2291,72.33845423,55.70384498,4.2779,3.2291
104.9,4.393216,3.294912,4.2863,3.2355,72.45391508,55.78598513,4.2863,3.2355
105,4.401604,3.301203,4.2945,3.2415,72.54843077,55.82770805,4.2945,3.2415
105.1,4.41,3.3075,4.3028,3.2478,72.65191166,55.89872084,4.3028,3.2478
105.2,4.418404,3.313803,4.3112,3.254,72.76426897,55.95912955,4.3112,3.254
105.3,4.426816,3.320112,4.3196,3.2604,72.87551383,56.03874212,4.3196,3.2604
105.4,4.435236,3.326427,4.3283,3.2667,73.01536023,56.10766547,4.3283,3.2667
105.5,4.443664,3.332748,4.3365,3.273,73.10431706,56.17590641,4.3365,3.273
105.6,4.4521,3.339075,4.3454,3.2793,73.26170006,56.24347169,4.3454,3.2793
105.7,4.460544,3.345408,4.3539,3.2859,73.37792085,56.34007098,4.3539,3.2859
105.8,4.468996,3.351747,4.3625,3.2919,73.50289193,56.3763079,4.3625,3.2919
105.9,4.477456,3.358092,4.371,3.2985,73.61672468,56.47159198,4.371,3.2985
106,4.485924,3.364443,4.3794,3.3048,73.71952939,56.53622968,4.3794,3.3048
106.1,4.4944,3.3708,4.3881,3.3111,73.8510192,56.60022741,4.3881,3.3111
106.2,4.502884,3.377163,4.3968,3.3176,73.98120712,56.68339347,4.3968,3.3176
106.3,4.511376,3.383532,4.4054,3.324,74.10020507,56.75583512,4.4054,3.324
106.4,4.519876,3.389907,4.4142,3.3303,74.23782681,56.81765854,4.4142,3.3303
106.5,4.528384,3.396288,4.4231,3.3368,74.38398694,56.89867182,4.4231,3.3368
106.6,4.5369,3.402675,4.4319,3.3432,74.51879895,56.968982,4.4319,3.3432
106.7,4.545424,3.409068,4.4404,3.3496,74.62257321,57.03859604,4.4404,3.3496
106.8,4.553956,3.415467,4.4494,3.3559,74.77482496,57.09761984,4.4494,3.3559
106.9,4.562496,3.421872,4.4584,3.3627,74.92556927,57.2055642,4.4584,3.3627
107,4.571044,3.428283,4.4668,3.3688,75.01541512,57.24313287,4.4668,3.3688
107.1,4.5796,3.4347,4.4758,3.3754,75.16377735,57.32983452,4.4758,3.3754
107.2,4.588164,3.441123,4.4847,3.3818,75.30076965,57.39587577,4.4847,3.3818
107.3,4.596736,3.447552,4.4932,3.3884,75.39680163,57.48106512,4.4932,3.3884
107.4,4.605316,3.453987,4.5021,3.3946,75.53148677,57.52580705,4.5021,3.3946
107.5,4.613904,3.460428,4.5107,3.401,75.63513541,57.58990797,4.5107,3.401
107.6,4.6225,3.466875,4.5195,3.4076,75.75755981,57.6731762,4.5195,3.4076
107.7,4.631104,3.473328,4.5284,3.4142,75.88867308,57.75562,4.5284,3.4142
107.8,4.639716,3.479787,4.5377,3.4205,76.05809216,57.80754456,4.5377,3.4205
107.9,4.648336,3.486252,4.5463,3.4268,76.15652689,57.85895501,4.5463,3.4268
108,4.656964,3.492723,4.5549,3.4335,76.25398702,57.9494604,4.5549,3.4335
108.1,4.6656,3.4992,4.5636,3.4399,76.36038319,58.00936674,4.5636,3.4399
108.2,4.674244,3.505683,4.5727,3.4462,76.50532989,58.05877895,4.5727,3.4462
108.3,4.682896,3.512172,4.5812,3.4526,76.58943554,58.11760292,4.5812,3.4526
108.4,4.691556,3.518667,4.59,3.4593,76.70241142,58.20554744,4.59,3.4593
108.5,4.700224,3.525168,4.5988,3.4655,76.81426873,58.24311628,4.5988,3.4655
108.6,4.7089,3.531675,4.6076,3.4719,76.92501855,58.30011513,4.6076,3.4719
108.7,4.717584,3.538188,4.6165,3.4785,77.04457282,58.37635161,4.6165,3.4785
108.8,4.726276,3.544707,4.6255,3.485,77.17284438,58.44193229,4.6255,3.485
108.9,4.734976,3.551232,4.6341,3.4913,77.26024196,58.48706167,4.6341,3.4913
109,4.743684,3.557763,4.6431,3.4982,77.38637818,58.59115017,4.6431,3.4982
109.1,4.7524,3.5643,4.6522,3.5044,77.52116651,58.62490116,4.6522,3.5044
109.2,4.761124,3.570843,4.6605,3.5108,77.57541239,58.67811996,4.6605,3.5108
109.3,4.769856,3.577392,4.6698,3.5174,77.72813108,58.75061382,4.6698,3.5174
109.4,4.778596,3.583947,4.6786,3.5236,77.82983275,58.78278596,4.6786,3.5236
109.5,4.787344,3.590508,4.6876,3.5302,77.95032945,58.85424353,4.6876,3.5302
109.6,4.7961,3.597075,4.6964,3.537,78.04983114,58.94479557,4.6964,3.537
109.7,4.804864,3.603648,4.7053,3.5433,78.15824866,58.98494611,4.7053,3.5433
109.8,4.813636,3.610227,4.7147,3.5499,78.31509768,59.05440209,4.7147,3.5499
109.9,4.822416,3.616812,4.7236,3.5566,78.42088879,59.13307138,4.7236,3.5566
110,4.831204,3.623403,4.7327,3.5632,78.54543445,59.20106077,4.7327,3.5632
110.1,4.84,3.63,4.7416,3.5698,78.648945,59.268377,4.7416,3.5698
110.2,4.848804,3.636603,4.7508,3.5762,78.78113366,59.31522475,4.7508,3.5762
110.3,4.857616,3.643212,4.7602,3.5828,78.93181551,59.38141064,4.7602,3.5828
110.4,4.866436,3.649827,4.7691,3.5896,79.0315005,59.46674321,4.7691,3.5896
110.5,4.875264,3.656448,4.7784,3.5961,79.16980248,59.52152793,4.7784,3.5961
110.6,4.8841,3.663075,4.7877,3.6026,79.30673512,59.57577023,4.7877,3.6026
110.7,4.892944,3.669708,4.7969,3.6093,79.43241101,59.64927746,4.7969,3.6093
110.8,4.901796,3.676347,4.8066,3.616,79.60634754,59.72205689,4.8066,3.616
110.9,4.910656,3.682992,4.8155,3.6225,79.699354,59.77431375,4.8155,3.6225
111,4.919524,3.689643,4.825,3.6294,79.85084554,59.86565718,4.825,3.6294
111.1,4.9284,3.6963,4.834,3.6358,79.95133222,59.90659127,4.834,3.6358
111.2,4.937284,3.702963,4.8433,3.6425,80.08052695,59.97682303,4.8433,3.6425
111.3,4.946176,3.709632,4.8528,3.649,80.22824451,60.02655746,4.8528,3.649
111.4,4.955076,3.716307,4.862,3.6559,80.34479654,60.11540343,4.862,3.6559
111.5,4.963984,3.722988,4.8713,3.6622,80.47009559,60.14396379,4.8713,3.6622
111.6,4.9729,3.729675,4.8806,3.6688,80.59415404,60.20194434,4.8806,3.6688
111.7,4.981824,3.736368,4.8899,3.6756,80.7169842,60.27915282,4.8899,3.6756
111.8,4.990756,3.743067,4.8996,3.6823,80.87820218,60.34569586,4.8996,3.6823
111.9,4.999696,3.749772,4.9087,3.6887,80.978418,60.38187709,4.9087,3.6887
112,5.008644,3.756483,4.918,3.6952,81.09744357,60.42760108,4.918,3.6952
112.1,5.0176,3.7632,4.9271,3.7018,81.19548868,60.48277334,4.9271,3.7018
112.2,5.026564,3.769923,4.9364,3.7085,81.31236503,60.54730034,4.9364,3.7085
112.3,5.035536,3.776652,4.9459,3.7151,81.44788617,60.60128746,4.9459,3.7151
112.4,5.044516,3.783387,4.955,3.7217,81.54246155,60.65474006,4.955,3.7217
112.5,5.053504,3.790128,4.9643,3.7282,81.65590253,60.69776244,4.9643,3.7282
112.6,5.0625,3.796875,4.9737,3.7352,81.77812131,60.7898638,4.9737,3.7352
112.7,5.071504,3.803628,4.983,3.7416,81.88922902,60.82164733,4.983,3.7416
112.8,5.080516,3.810387,4.9925,3.7482,82.01903864,60.87291815,4.9925,3.7482
112.9,5.089536,3.817152,5.0016,3.755,82.10795905,60.94348331,5.0016,3.755
113,5.098564,3.823923,5.0111,3.7618,82.23560302,61.01334982,5.0111,3.7618
113.1,5.1076,3.8307,5.0205,3.7682,82.35208219,61.04292061,5.0205,3.7682
113.2,5.116644,3.837483,5.0296,3.775,82.43770514,61.11180258,5.0296,3.775
113.3,5.125696,3.844272,5.0389,3.7816,82.54228232,61.16020058,5.0389,3.7816
113.4,5.134756,3.851067,5.0484,3.7885,82.66562606,61.23782235,5.0484,3.7885
113.5,5.143824,3.857868,5.0578,3.7953,82.77784758,61.30477461,5.0578,3.7953
113.6,5.1529,3.864675,5.0674,3.802,82.90875998,61.36116298,5.0674,3.802
113.7,5.161984,3.871488,5.077,3.8086,83.03837622,61.40709206,5.077,3.8086
113.8,5.171076,3.878307,5.0862,3.8156,83.12710517,61.49217035,5.0862,3.8156
113.9,5.180176,3.885132,5.0962,3.8226,83.29416353,61.57640629,5.0962,3.8226
114,5.189284,3.891963,5.1055,3.8294,83.39026092,61.64000623,5.1055,3.8294
114.1,5.1984,3.8988,5.1151,3.8363,83.51510983,61.71287745,5.1151,3.8363
114.2,5.207524,3.905643,5.1246,3.8433,83.62882161,61.79492817,5.1246,3.8433
114.3,5.216656,3.912492,5.1342,3.8502,83.75130852,61.86626552,5.1342,3.8502
114.4,5.225796,3.919347,5.1434,3.857,83.83297874,61.92699556,5.1434,3.857
114.5,5.234944,3.926208,5.1531,3.8636,83.96334528,61.96732234,5.1531,3.8636
114.6,5.2441,3.933075,5.1628,3.8705,84.09242107,62.03695281,5.1628,3.8705
114.7,5.253264,3.939948,5.1724,3.8775,84.21031789,62.11579486,5.1724,3.8775
114.8,5.262436,3.946827,5.182,3.8844,84.32704742,62.18395531,5.182,3.8844
114.9,5.271616,3.953712,5.1922,3.8913,84.50202715,62.2514409,5.1922,3.8913
115,5.280804,3.960603,5.2017,3.8984,84.60596747,62.3380603,5.2017,3.8984
115.1,5.29,3.9675,5.2111,3.905,84.6989777,62.37431713,5.2111,3.905
115.2,5.299204,3.974403,5.2209,3.9122,84.83067099,62.46962092,5.2209,3.9122
115.3,5.308416,3.981312,5.2308,3.9188,84.97096137,62.50457516,5.2308,3.9188
115.4,5.317636,3.988227,5.2402,3.9259,85.0603578,62.58868828,5.2402,3.9259
115.5,5.326864,3.995148,5.25,3.9329,85.18847307,62.66206761,5.25,3.9329
115.6,5.3361,4.002075,5.2598,3.9398,85.31531987,62.72481941,5.2598,3.9398
115.7,5.345344,4.009008,5.2695,3.9465,85.43100977,62.76714793,5.2695,3.9465
115.8,5.354596,4.015947,5.2792,3.9536,85.54555423,62.84866132,5.2792,3.9536
115.9,5.363856,4.022892,5.2892,3.9605,85.68866755,62.90956566,5.2892,3.9605
116,5.373124,4.029843,5.2991,3.9675,85.82046292,62.97976798,5.2991,3.9675
116.1,5.3824,4.0368,5.3086,3.9744,85.91134943,63.03937424,5.3086,3.9744
116.2,5.391684,4.043763,5.3183,3.9812,86.02113805,63.08848935,5.3183,3.9812
116.3,5.400976,4.050732,5.3281,3.9882,86.13974064,63.15692015,5.3281,3.9882
116.4,5.410276,4.057707,5.338,3.9953,86.26706994,63.2345744,5.338,3.9953
116.5,5.419584,4.064688,5.3476,4.0021,86.36343559,63.28175683,5.3476,4.0021
116.6,5.4289,4.071675,5.3578,4.0094,86.51825305,63.37797706,5.3578,4.0094
116.7,5.438224,4.078668,5.3672,4.0164,86.59232976,63.44354165,5.3672,4.0164
116.8,5.447556,4.085667,5.3772,4.0233,86.72507897,63.49855609,5.3772,4.0233
116.9,5.456896,4.092672,5.3871,4.0303,86.84661284,63.56292682,5.3871,4.0303
117,5.466244,4.099683,5.3969,4.0376,86.95704242,63.65636319,5.3969,4.0376
